Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskScore,RiskLevel
47,No,Travel_Rarely,Research & Development,4,3,Marketing,2,Male,Research Scientist,4,Divorced,4148,8,Yes,4,2,29,1,2,26,7,1,14,34.6,Medium
42,No,Travel_Frequently,Research & Development,16,3,Life Sciences,3,Female,Manager,1,Married,4433,5,No,3,0,15,6,2,15,5,9,15,57.0,Medium
45,No,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Female,Research Director,2,Married,4432,0,No,3,1,25,3,2,25,5,11,15,44.4,Medium
18,No,Travel_Rarely,Research & Development,15,1,Other,4,Female,Research Scientist,1,Divorced,3862,7,No,3,3,31,4,3,29,8,4,6,34.8,Medium
21,No,Travel_Rarely,Research & Development,14,3,Medical,3,Male,Manager,4,Single,4479,4,No,4,2,18,0,4,15,3,9,9,30.3,Medium
24,No,Travel_Rarely,Research & Development,12,2,Life Sciences,4,Male,Research Director,1,Single,15610,6,No,3,2,8,2,4,6,6,11,6,65.3,High
26,No,Travel_Rarely,Research & Development,3,5,Life Sciences,2,Male,Healthcare Representative,3,Married,2620,6,No,3,1,18,5,2,15,4,2,15,35.9,Medium
53,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,Research Director,3,Single,3014,6,No,4,2,38,1,2,34,16,12,6,50.9,Medium
36,No,Non-Travel,Research & Development,8,2,Medical,1,Male,Laboratory Technician,1,Single,11277,5,No,4,0,18,0,2,15,15,15,10,68.4,High
18,No,Travel_Rarely,Research & Development,6,1,Life Sciences,4,Male,Laboratory Technician,4,Married,3924,7,Yes,3,1,40,2,4,39,6,14,16,44.3,Medium
27,No,Non-Travel,Research & Development,22,1,Medical,4,Male,Healthcare Representative,1,Single,3750,8,No,3,0,13,1,4,11,11,1,4,60.6,High
53,No,Travel_Rarely,Research & Development,14,5,Marketing,3,Male,Research Scientist,3,Married,9144,1,Yes,3,2,37,5,2,34,14,13,0,53.6,Medium
26,No,Travel_Rarely,Research & Development,17,5,Medical,3,Male,Manager,3,Divorced,2096,6,Yes,3,2,22,3,3,20,13,2,2,40.1,Medium
59,No,Non-Travel,Sales,21,2,Life Sciences,1,Male,Sales Representative,4,Single,8045,1,No,4,2,38,6,1,35,12,3,15,41.7,Medium
49,No,Travel_Frequently,Research & Development,19,5,Medical,1,Female,Research Scientist,1,Single,5051,5,No,3,0,16,6,1,16,10,1,14,68.1,High
49,No,Travel_Frequently,Research & Development,16,5,Technical Degree,1,Female,Healthcare Representative,3,Single,6495,1,No,3,2,33,1,1,31,12,13,3,40.9,Medium
23,No,Travel_Rarely,Research & Development,15,1,Life Sciences,4,Male,Laboratory Technician,3,Single,6422,9,No,3,1,44,2,4,40,8,3,11,52.1,Medium
55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,2,Female,Healthcare Representative,1,Single,3371,5,No,3,3,9,6,4,5,5,3,0,47.2,Medium
34,No,Travel_Frequently,Research & Development,15,5,Medical,2,Female,Research Director,1,Single,9234,1,No,4,1,26,6,1,23,3,14,16,63.6,High
27,No,Travel_Rarely,Sales,1,2,Medical,4,Male,Manager,2,Married,3533,0,No,3,3,30,3,1,26,16,5,14,31.5,Medium
44,No,Travel_Frequently,Research & Development,24,3,Life Sciences,3,Male,Manager,4,Married,6281,6,No,3,2,23,5,3,19,13,11,9,33.2,Medium
52,No,Travel_Rarely,Research & Development,23,1,Marketing,2,Female,Laboratory Technician,4,Married,10328,2,No,3,1,26,4,4,24,17,4,10,22.4,Low
38,No,Travel_Rarely,Research & Development,23,1,Medical,3,Male,Laboratory Technician,1,Divorced,11241,3,Yes,3,0,4,6,4,1,1,6,1,54.2,Medium
42,No,Travel_Rarely,Sales,12,1,Other,1,Female,Sales Representative,4,Divorced,4186,5,No,3,3,10,1,1,8,8,10,1,22.6,Low
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Male,Research Scientist,3,Married,6489,4,Yes,3,0,30,0,3,27,0,6,5,57.3,Medium
32,No,Non-Travel,Research & Development,14,2,Marketing,3,Male,Manager,1,Single,3961,3,Yes,3,3,41,5,3,37,6,2,15,60.9,High
21,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,Laboratory Technician,1,Married,20000,8,No,4,2,5,3,1,2,2,8,2,71.8,High
46,No,Travel_Rarely,Research & Development,10,5,Medical,4,Male,Manager,1,Married,7848,5,No,3,1,22,5,1,19,8,6,11,57.5,Medium
26,No,Travel_Rarely,Research & Development,20,3,Medical,3,Female,Laboratory Technician,2,Single,5169,5,Yes,4,3,6,3,4,5,2,6,5,56.9,Medium
44,No,Travel_Rarely,Sales,29,2,Life Sciences,3,Male,Sales Executive,4,Divorced,5928,1,Yes,3,1,41,5,1,38,13,15,9,52.2,Medium
43,No,Travel_Rarely,Research & Development,11,1,Technical Degree,3,Male,Healthcare Representative,2,Married,6274,5,No,3,3,33,4,2,32,14,1,6,32.8,Medium
36,No,Travel_Rarely,Sales,22,4,Life Sciences,2,Male,Manager,3,Single,6387,6,Yes,3,3,2,1,3,0,0,14,0,68.8,High
45,No,Travel_Rarely,Research & Development,16,2,Medical,3,Male,Laboratory Technician,4,Divorced,4255,7,No,3,2,37,0,1,36,13,11,16,29.1,Low
34,No,Travel_Rarely,Sales,29,2,Life Sciences,3,Male,Sales Executive,2,Divorced,3879,7,No,3,3,7,6,2,5,5,15,5,49.4,Medium
60,No,Travel_Rarely,Research & Development,9,5,Marketing,3,Male,Research Scientist,1,Married,4486,8,No,3,0,36,4,3,33,6,9,3,59.9,Medium
58,No,Travel_Rarely,Research & Development,15,3,Life Sciences,2,Male,Healthcare Representative,2,Married,2480,9,No,3,3,16,1,2,14,3,15,4,51.3,Medium
59,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,Female,Healthcare Representative,1,Married,7562,2,No,4,3,29,0,2,25,17,15,0,40.4,Medium
37,No,Travel_Rarely,Research & Development,19,5,Technical Degree,2,Male,Research Scientist,2,Married,3038,9,No,3,3,16,5,1,13,4,2,10,48.2,Medium
57,No,Travel_Rarely,Research & Development,9,4,Technical Degree,4,Female,Manager,2,Single,2601,6,No,3,2,7,6,3,6,5,2,0,36.5,Medium
56,No,Travel_Rarely,Sales,4,1,Life Sciences,3,Male,Sales Executive,2,Married,4872,6,No,3,1,30,0,2,30,6,11,7,53.2,Medium
40,No,Travel_Rarely,Research & Development,21,1,Medical,4,Male,Manager,1,Divorced,4545,0,Yes,3,1,26,2,4,23,14,12,3,46.1,Medium
49,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Female,Sales Executive,2,Single,5708,7,Yes,3,2,34,0,3,30,0,5,14,68.3,High
50,No,Travel_Frequently,Research & Development,22,5,Technical Degree,1,Male,Research Scientist,4,Divorced,3494,3,No,3,0,30,1,4,28,3,3,16,14.8,Low
22,No,Travel_Rarely,Research & Development,26,2,Marketing,1,Male,Laboratory Technician,4,Divorced,3883,4,No,3,0,32,4,1,31,0,3,17,34.2,Medium
60,No,Travel_Rarely,Sales,8,3,Medical,3,Male,Sales Executive,4,Single,7444,5,No,3,2,17,6,4,16,10,0,2,27.4,Low
51,No,Travel_Rarely,Sales,24,2,Marketing,1,Female,Manager,1,Married,7177,2,No,3,1,17,4,3,13,13,5,13,47.5,Medium
57,No,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Female,Laboratory Technician,1,Single,7000,4,No,3,0,43,6,2,39,13,7,6,65.1,High
28,No,Travel_Rarely,Research & Development,19,2,Medical,2,Male,Research Scientist,4,Married,5015,9,No,3,2,38,2,2,35,10,7,16,39.8,Medium
20,No,Travel_Rarely,Research & Development,15,5,Life Sciences,1,Male,Research Scientist,4,Divorced,5439,4,Yes,4,1,23,1,3,23,9,14,17,42.2,Medium
50,No,Travel_Rarely,Research & Development,16,5,Human Resources,3,Female,Research Scientist,4,Single,5643,0,Yes,3,0,26,0,2,26,16,7,7,59.9,Medium
28,No,Non-Travel,Research & Development,26,4,Technical Degree,3,Male,Manager,3,Married,3315,2,No,3,0,26,2,4,24,3,4,10,26.3,Low
33,No,Travel_Rarely,Sales,22,2,Marketing,2,Male,Sales Executive,4,Divorced,11901,2,Yes,3,2,32,5,2,31,14,15,2,46.9,Medium
35,No,Travel_Rarely,Research & Development,23,2,Other,1,Male,Laboratory Technician,2,Married,10926,0,No,4,1,20,3,2,17,15,9,6,44.7,Medium
47,No,Travel_Frequently,Sales,9,4,Life Sciences,2,Male,Sales Representative,3,Single,7915,6,No,3,0,18,5,4,17,12,5,14,47.8,Medium
27,No,Travel_Rarely,Research & Development,26,4,Other,2,Male,Healthcare Representative,3,Single,3806,0,No,3,2,39,1,4,36,8,4,9,31.5,Medium
35,No,Travel_Rarely,Research & Development,26,5,Life Sciences,4,Female,Research Scientist,1,Married,6791,6,No,4,0,29,2,4,25,10,3,11,59.1,Medium
55,No,Travel_Rarely,Research & Development,12,5,Marketing,2,Male,Research Scientist,2,Divorced,8839,3,No,3,1,10,4,1,8,8,11,8,42.3,Medium
36,No,Travel_Frequently,Research & Development,16,2,Marketing,3,Male,Research Scientist,1,Divorced,2359,8,Yes,3,3,38,2,4,34,5,3,14,48.1,Medium
53,No,Travel_Frequently,Research & Development,4,5,Life Sciences,1,Female,Laboratory Technician,1,Married,13584,6,Yes,3,0,8,3,4,7,0,3,4,63.3,High
30,Yes,Travel_Rarely,Sales,5,5,Life Sciences,1,Male,Sales Representative,2,Married,1730,4,Yes,3,1,21,1,1,19,5,3,12,68.2,High
20,No,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Male,Laboratory Technician,1,Single,7500,6,Yes,3,0,24,2,2,21,12,13,8,84.5,High
27,No,Non-Travel,Research & Development,1,4,Human Resources,4,Male,Research Scientist,2,Single,11754,8,Yes,3,3,21,6,4,18,4,14,9,65.8,High
55,No,Travel_Rarely,Research & Development,28,2,Life Sciences,3,Female,Laboratory Technician,2,Married,4592,9,No,3,3,31,5,3,29,14,5,7,48.0,Medium
18,No,Travel_Rarely,Sales,6,1,Medical,4,Male,Sales Executive,1,Married,4490,5,No,3,0,31,0,4,27,17,14,8,52.9,Medium
44,No,Travel_Rarely,Research & Development,15,2,Technical Degree,2,Male,Manager,4,Married,7336,0,No,4,2,36,5,4,34,19,5,5,15.1,Low
25,No,Travel_Rarely,Research & Development,4,1,Life Sciences,2,Female,Laboratory Technician,1,Divorced,14930,5,No,3,0,14,1,1,10,10,4,10,54.7,Medium
59,No,Travel_Rarely,Research & Development,21,2,Medical,3,Female,Research Scientist,3,Married,4152,0,No,3,1,32,2,3,30,14,11,9,27.8,Low
34,No,Travel_Rarely,Research & Development,11,1,Medical,1,Female,Laboratory Technician,1,Married,3076,3,No,3,2,42,5,2,38,4,10,14,43.0,Medium
26,No,Travel_Rarely,Research & Development,5,1,Life Sciences,3,Male,Laboratory Technician,2,Single,3811,7,No,3,1,35,2,2,35,3,13,12,63.7,High
23,No,Travel_Rarely,Research & Development,18,2,Marketing,4,Male,Laboratory Technician,3,Divorced,1936,4,No,3,1,31,5,3,29,1,10,10,27.4,Low
60,No,Travel_Rarely,Sales,24,5,Life Sciences,1,Male,Manager,2,Married,8422,4,Yes,3,2,26,1,4,22,6,15,1,63.3,High
42,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,Manager,4,Divorced,3610,9,No,3,3,19,4,1,18,9,8,7,32.6,Medium
56,No,Non-Travel,Research & Development,18,5,Medical,1,Female,Research Director,4,Married,4337,7,No,3,1,12,5,3,11,11,7,11,26.0,Low
45,No,Travel_Rarely,Research & Development,20,1,Medical,4,Male,Research Director,3,Married,8482,7,No,3,0,16,0,3,14,9,9,2,47.0,Medium
50,No,Travel_Rarely,Research & Development,28,2,Other,2,Female,Healthcare Representative,4,Married,3920,0,Yes,3,3,32,5,2,30,17,5,2,31.4,Medium
54,No,Travel_Rarely,Research & Development,13,2,Other,2,Male,Laboratory Technician,4,Single,7750,4,No,3,3,39,1,1,36,16,10,6,38.5,Medium
26,No,Travel_Frequently,Research & Development,5,2,Medical,4,Male,Healthcare Representative,1,Married,2636,4,No,4,2,40,5,3,36,12,8,17,36.3,Medium
35,No,Travel_Frequently,Research & Development,1,2,Life Sciences,4,Female,Healthcare Representative,1,Divorced,8736,7,No,3,0,16,0,1,14,0,4,8,50.4,Medium
38,No,Travel_Rarely,Sales,22,3,Life Sciences,3,Male,Manager,4,Single,6033,0,No,3,0,29,6,4,28,0,9,17,35.1,Medium
19,No,Travel_Rarely,Human Resources,18,4,Life Sciences,3,Female,Human Resources,4,Single,4660,6,No,3,3,26,0,2,25,14,14,0,46.9,Medium
60,No,Travel_Rarely,Research & Development,14,1,Medical,2,Female,Manager,1,Married,5316,6,No,4,1,2,1,4,1,0,15,1,44.9,Medium
55,No,Travel_Frequently,Sales,5,3,Technical Degree,4,Male,Sales Representative,4,Single,2270,8,No,3,1,23,2,1,19,5,3,3,41.3,Medium
57,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,Research Director,4,Married,5243,1,No,3,0,14,5,4,14,12,13,14,21.5,Low
53,No,Non-Travel,Research & Development,27,4,Life Sciences,4,Male,Research Director,2,Married,4514,2,No,3,3,5,4,2,3,0,5,1,39.8,Medium
60,No,Travel_Rarely,Research & Development,24,4,Medical,4,Female,Manager,4,Married,2308,3,Yes,3,3,21,0,1,21,4,3,14,38.6,Medium
54,No,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Male,Research Director,3,Divorced,3285,0,Yes,3,3,41,6,3,37,8,7,12,31.0,Medium
32,No,Travel_Rarely,Research & Development,29,3,Marketing,2,Female,Research Director,2,Married,4548,6,No,3,2,24,0,4,22,16,15,8,47.9,Medium
45,No,Travel_Rarely,Sales,28,5,Medical,4,Male,Sales Representative,3,Divorced,3413,9,No,3,0,28,5,2,25,15,6,6,48.7,Medium
35,No,Travel_Rarely,Research & Development,16,2,Medical,1,Female,Healthcare Representative,4,Married,1156,2,No,3,0,12,2,3,10,7,4,10,21.3,Low
51,No,Travel_Rarely,Research & Development,22,2,Life Sciences,1,Female,Manager,1,Divorced,9375,2,No,3,1,29,5,2,27,16,9,11,46.6,Medium
39,No,Travel_Frequently,Sales,21,1,Other,4,Male,Sales Executive,2,Single,4513,2,No,4,1,3,6,1,1,1,5,1,56.5,Medium
28,Yes,Travel_Frequently,Research & Development,12,4,Life Sciences,2,Male,Laboratory Technician,1,Single,1255,7,No,3,0,9,6,1,7,0,10,7,75.0,High
30,Yes,Travel_Rarely,Research & Development,20,5,Technical Degree,1,Male,Research Director,2,Single,17693,8,No,3,0,30,1,4,28,11,15,0,69.6,High
21,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,2,Male,Laboratory Technician,1,Married,10350,9,No,3,1,14,4,2,10,4,6,8,70.6,High
39,No,Travel_Frequently,Research & Development,2,3,Other,1,Male,Research Scientist,2,Divorced,3986,1,No,3,0,38,5,2,36,5,15,15,28.1,Low
24,No,Travel_Frequently,Research & Development,23,1,Marketing,4,Male,Laboratory Technician,2,Married,2964,9,No,3,1,21,0,2,17,0,1,8,55.7,Medium
60,No,Non-Travel,Research & Development,21,2,Life Sciences,3,Female,Research Scientist,3,Divorced,6259,9,No,3,0,15,0,1,13,0,8,13,44.5,Medium
41,No,Travel_Rarely,Research & Development,23,1,Technical Degree,3,Female,Healthcare Representative,1,Married,5549,0,No,3,2,11,1,4,9,9,6,1,29.4,Low
21,No,Travel_Rarely,Research & Development,13,2,Marketing,2,Female,Research Director,3,Married,6803,8,No,3,2,38,2,2,34,9,7,9,45.4,Medium
45,No,Travel_Rarely,Sales,27,1,Life Sciences,2,Male,Sales Executive,3,Divorced,2969,5,No,3,3,10,5,2,8,2,13,8,34.6,Medium
32,No,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Female,Laboratory Technician,1,Married,9496,8,No,3,0,35,3,3,34,16,4,12,64.7,High
18,No,Travel_Rarely,Sales,17,4,Medical,4,Male,Manager,2,Divorced,3699,5,No,3,1,12,2,2,10,10,14,1,45.6,Medium
20,No,Travel_Rarely,Sales,16,4,Medical,1,Male,Sales Representative,3,Single,7394,1,No,4,0,14,0,4,11,10,2,11,42.9,Medium
31,Yes,Travel_Rarely,Research & Development,21,4,Marketing,4,Male,Research Director,1,Divorced,3046,0,No,3,0,6,6,3,2,2,1,2,36.2,Medium
55,No,Travel_Rarely,Research & Development,18,4,Marketing,4,Male,Research Scientist,2,Married,20000,7,No,3,3,40,5,3,38,1,14,14,52.8,Medium
18,No,Non-Travel,Research & Development,8,1,Medical,2,Male,Healthcare Representative,3,Married,7460,2,No,3,1,15,6,3,13,8,1,2,24.7,Low
55,No,Travel_Frequently,Research & Development,3,2,Marketing,3,Male,Laboratory Technician,3,Single,20000,0,No,3,0,31,0,1,27,16,2,9,49.3,Medium
55,No,Travel_Frequently,Research & Development,17,4,Medical,3,Female,Healthcare Representative,3,Married,8075,7,Yes,3,1,10,4,3,10,10,0,5,46.7,Medium
38,No,Travel_Rarely,Research & Development,29,1,Life Sciences,2,Male,Healthcare Representative,2,Divorced,3509,0,Yes,3,0,39,2,2,38,3,0,13,53.3,Medium
46,Yes,Travel_Frequently,Sales,18,2,Other,3,Female,Sales Executive,3,Divorced,8083,7,Yes,3,3,25,3,1,24,16,6,8,46.6,Medium
22,Yes,Travel_Rarely,Research & Development,26,1,Life Sciences,2,Male,Healthcare Representative,2,Single,8436,0,No,4,1,22,4,1,20,16,9,17,63.9,High
27,Yes,Travel_Rarely,Sales,26,4,Life Sciences,1,Male,Manager,4,Single,6148,8,Yes,3,0,13,3,1,9,9,11,7,80.9,High
45,No,Travel_Rarely,Human Resources,23,3,Marketing,4,Male,Manager,3,Married,7174,8,No,3,2,17,4,1,14,14,10,5,52.2,Medium
38,No,Travel_Rarely,Sales,6,1,Medical,3,Female,Sales Representative,4,Single,7762,8,No,3,1,20,2,1,18,17,7,14,50.0,Medium
24,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Male,Research Director,1,Married,2707,2,No,3,3,22,0,1,21,2,5,13,59.6,Medium
20,No,Travel_Rarely,Sales,8,5,Life Sciences,1,Male,Sales Executive,3,Single,2594,3,Yes,3,2,22,3,1,20,10,15,14,71.0,High
37,No,Travel_Rarely,Human Resources,23,2,Medical,1,Male,Manager,1,Married,3051,4,No,3,1,35,2,3,31,17,6,5,51.3,Medium
36,No,Travel_Rarely,Research & Development,26,4,Human Resources,3,Male,Manager,1,Married,5305,5,Yes,3,1,25,3,4,22,3,0,11,69.1,High
52,No,Travel_Rarely,Research & Development,13,5,Medical,3,Female,Manager,1,Married,4298,8,No,3,1,12,2,2,12,12,13,9,58.5,Medium
21,No,Travel_Frequently,Sales,8,1,Medical,2,Male,Manager,4,Married,2737,3,No,3,1,7,4,2,4,4,0,4,24.4,Low
22,No,Travel_Rarely,Research & Development,19,1,Life Sciences,2,Male,Research Scientist,2,Divorced,7825,5,No,3,0,5,2,3,3,3,8,3,46.3,Medium
18,No,Travel_Rarely,Sales,6,5,Life Sciences,3,Female,Manager,4,Single,5824,0,No,3,0,28,4,3,27,13,4,9,34.9,Medium
21,No,Travel_Rarely,Research & Development,29,5,Life Sciences,2,Male,Laboratory Technician,4,Married,5439,1,No,3,1,17,0,1,13,9,6,10,42.7,Medium
29,No,Travel_Frequently,Sales,23,2,Life Sciences,1,Female,Sales Representative,1,Single,4209,7,No,4,3,9,4,4,7,7,5,7,59.9,Medium
44,Yes,Travel_Rarely,Sales,15,1,Medical,4,Female,Sales Representative,3,Married,3916,3,No,4,0,8,1,1,8,0,3,8,42.3,Medium
59,No,Travel_Rarely,Sales,10,5,Life Sciences,2,Female,Sales Representative,2,Single,2966,9,No,3,1,38,0,3,34,15,0,1,62.2,High
40,No,Travel_Rarely,Research & Development,27,3,Life Sciences,4,Male,Healthcare Representative,1,Single,8606,6,No,3,1,40,6,1,36,10,3,16,76.4,High
42,No,Travel_Rarely,Research & Development,17,3,Marketing,2,Female,Manager,2,Single,3222,3,Yes,4,3,24,6,2,20,19,9,14,61.2,High
38,No,Travel_Rarely,Sales,1,5,Other,3,Male,Manager,4,Married,5572,8,No,3,3,19,6,2,17,5,9,2,27.6,Low
41,No,Travel_Rarely,Research & Development,7,2,Other,2,Female,Healthcare Representative,2,Divorced,13322,8,No,4,3,32,5,1,32,15,15,2,41.6,Medium
42,No,Travel_Rarely,Research & Development,29,1,Medical,4,Male,Laboratory Technician,2,Married,4026,3,No,3,2,9,5,4,7,1,7,2,34.1,Medium
49,No,Travel_Rarely,Research & Development,27,3,Life Sciences,4,Male,Healthcare Representative,3,Divorced,8746,7,No,3,1,20,2,1,16,0,12,2,49.3,Medium
49,No,Non-Travel,Research & Development,13,5,Marketing,3,Female,Research Scientist,1,Married,6913,5,Yes,3,3,34,2,1,30,8,15,17,67.5,High
22,No,Travel_Rarely,Research & Development,3,5,Life Sciences,4,Male,Research Director,2,Single,5924,0,Yes,3,1,34,1,4,33,11,11,5,60.9,High
53,No,Travel_Rarely,Research & Development,19,4,Medical,3,Female,Research Scientist,2,Married,6362,6,No,3,0,8,2,4,5,5,10,5,42.8,Medium
59,No,Travel_Frequently,Sales,15,5,Marketing,3,Female,Manager,4,Single,4642,0,No,3,1,23,0,4,21,14,12,2,27.1,Low
59,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,Sales Executive,4,Married,5018,2,Yes,4,1,13,0,2,13,13,0,0,40.6,Medium
56,No,Travel_Rarely,Research & Development,11,3,Human Resources,1,Male,Research Director,2,Married,3537,7,Yes,3,2,6,6,1,2,2,1,2,67.0,High
33,No,Non-Travel,Research & Development,22,4,Marketing,4,Male,Healthcare Representative,1,Married,5038,8,Yes,3,0,13,4,3,11,11,7,11,72.5,High
50,No,Travel_Rarely,Research & Development,18,3,Marketing,4,Female,Manager,2,Married,3459,2,Yes,3,0,38,3,4,35,13,14,8,53.0,Medium
38,No,Travel_Frequently,Sales,3,3,Life Sciences,2,Male,Sales Representative,2,Single,8985,0,No,3,2,13,2,4,11,8,1,1,38.6,Medium
26,No,Travel_Rarely,Research & Development,6,2,Other,4,Male,Healthcare Representative,3,Single,1772,0,No,3,3,4,1,1,1,1,10,1,32.2,Medium
23,No,Travel_Rarely,Research & Development,3,5,Life Sciences,2,Female,Research Scientist,1,Single,6559,6,No,3,3,3,6,3,1,1,12,1,58.1,Medium
52,No,Travel_Rarely,Sales,5,2,Other,2,Female,Manager,3,Single,6014,4,No,3,1,15,5,1,14,13,11,2,46.7,Medium
56,No,Travel_Rarely,Sales,9,5,Life Sciences,4,Female,Sales Representative,1,Divorced,5696,0,No,3,2,24,0,1,22,9,14,0,45.6,Medium
39,No,Travel_Frequently,Research & Development,28,4,Life Sciences,3,Female,Research Scientist,1,Single,9087,5,No,4,3,29,0,4,28,15,9,14,60.9,High
58,No,Non-Travel,Research & Development,19,2,Technical Degree,1,Male,Manager,1,Married,4139,5,No,3,0,19,0,4,16,6,8,12,39.7,Medium
22,No,Travel_Rarely,Sales,28,2,Life Sciences,4,Male,Manager,3,Married,5728,3,No,4,2,35,3,2,31,3,2,6,46.0,Medium
59,No,Travel_Rarely,Sales,27,1,Technical Degree,4,Male,Sales Executive,3,Single,1754,6,No,3,3,10,3,3,6,6,2,1,37.2,Medium
40,No,Travel_Frequently,Sales,13,2,Life Sciences,3,Female,Sales Executive,3,Divorced,3830,6,No,3,0,31,2,3,29,10,5,10,32.0,Medium
34,No,Travel_Rarely,Research & Development,29,1,Other,2,Female,Manager,4,Married,8212,8,No,3,2,27,5,4,27,15,2,15,26.8,Low
29,No,Travel_Rarely,Sales,6,5,Marketing,3,Female,Sales Representative,3,Single,2200,0,Yes,3,1,15,1,4,13,13,8,13,45.8,Medium
40,No,Travel_Rarely,Sales,11,5,Medical,3,Female,Sales Representative,4,Divorced,5409,4,Yes,3,1,30,3,4,29,3,10,14,27.9,Low
33,No,Travel_Rarely,Research & Development,21,5,Life Sciences,2,Male,Laboratory Technician,4,Single,3273,9,No,3,0,17,4,3,16,16,7,6,55.6,Medium
20,No,Travel_Rarely,Sales,21,1,Life Sciences,4,Male,Manager,4,Single,4598,2,No,3,3,34,3,2,31,12,3,8,39.7,Medium
47,No,Travel_Frequently,Research & Development,27,5,Technical Degree,3,Male,Healthcare Representative,2,Married,3392,6,No,3,3,7,0,3,5,5,5,3,34.7,Medium
39,No,Travel_Frequently,Sales,14,3,Life Sciences,3,Male,Manager,2,Married,2325,3,No,4,2,26,1,4,23,2,7,5,35.0,Medium
26,No,Non-Travel,Sales,6,2,Life Sciences,4,Female,Manager,2,Single,6195,3,No,3,0,5,2,4,5,5,3,5,43.9,Medium
46,No,Travel_Rarely,Sales,6,1,Medical,4,Male,Sales Executive,4,Single,4770,0,No,3,3,30,3,2,26,5,14,2,28.7,Low
54,No,Travel_Rarely,Research & Development,17,5,Medical,1,Female,Research Scientist,4,Divorced,7098,0,Yes,4,1,21,0,1,17,10,12,0,37.9,Medium
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,3,Female,Healthcare Representative,1,Single,7916,9,No,3,0,25,6,1,23,15,4,5,77.4,High
30,No,Non-Travel,Research & Development,15,2,Life Sciences,1,Male,Research Scientist,4,Single,10251,1,No,3,1,39,4,3,36,18,6,4,38.4,Medium
49,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,Research Director,2,Married,5324,1,No,3,0,26,4,1,23,4,7,14,48.0,Medium
40,No,Travel_Frequently,Research & Development,21,5,Technical Degree,4,Male,Research Scientist,4,Divorced,10521,0,No,3,2,37,6,1,37,13,6,10,20.5,Low
34,No,Travel_Rarely,Sales,17,3,Life Sciences,4,Male,Sales Representative,4,Single,2736,7,No,3,3,36,2,3,33,16,7,12,43.1,Medium
57,No,Travel_Rarely,Sales,24,1,Human Resources,1,Female,Sales Representative,1,Married,8479,5,Yes,3,3,40,2,4,39,2,15,5,70.4,High
38,No,Non-Travel,Research & Development,7,5,Life Sciences,3,Male,Manager,4,Married,6474,5,No,3,3,15,3,1,14,3,3,4,30.0,Low
19,No,Travel_Rarely,Sales,7,2,Life Sciences,2,Female,Manager,3,Married,5652,9,No,3,1,11,2,4,10,10,0,1,38.9,Medium
54,No,Travel_Rarely,Sales,21,2,Medical,3,Female,Sales Executive,1,Married,6417,9,No,3,3,23,5,3,21,15,5,16,50.5,Medium
23,No,Non-Travel,Sales,1,2,Life Sciences,3,Male,Sales Executive,4,Divorced,2761,8,No,3,0,24,5,4,23,3,4,11,20.8,Low
35,No,Travel_Frequently,Sales,25,5,Medical,1,Female,Sales Executive,4,Single,2396,4,No,3,1,1,0,4,0,0,15,0,38.5,Medium
47,No,Travel_Frequently,Sales,27,4,Technical Degree,3,Female,Sales Representative,1,Single,13710,3,No,3,2,21,0,3,17,16,10,13,59.2,Medium
39,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Female,Laboratory Technician,4,Divorced,4441,5,No,3,1,13,0,4,11,11,14,6,24.2,Low
50,No,Travel_Rarely,Research & Development,8,4,Technical Degree,4,Male,Healthcare Representative,2,Married,4403,7,No,3,2,28,5,1,27,0,3,13,39.6,Medium
47,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,Research Director,3,Married,2536,0,Yes,3,1,39,3,1,39,11,1,6,49.7,Medium
34,No,Travel_Rarely,Research & Development,19,5,Life Sciences,4,Male,Research Director,3,Married,2020,6,No,3,3,7,3,1,6,3,0,6,43.3,Medium
