Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,Human Resources,6,1,Life Sciences,2,Female,Human Resources,4,Single,7199,0,No,3,3,11,4,1,8,8,12,8
54,No,Travel_Frequently,Research & Development,23,5,Medical,3,Female,Research Scientist,1,Married,4038,0,No,3,2,3,5,1,1,1,0,1
44,No,Travel_Rarely,Research & Development,28,4,Marketing,1,Male,Research Director,3,Married,2461,3,No,3,0,44,2,3,40,12,2,5
46,No,Travel_Rarely,Research & Development,10,1,Life Sciences,2,Male,Healthcare Representative,4,Divorced,5468,3,No,4,2,32,0,4,30,1,8,16
20,No,Travel_Frequently,Research & Development,22,1,Other,3,Female,Manager,4,Married,5291,0,No,3,0,5,6,3,1,1,6,0
30,No,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,Research Director,4,Married,8557,5,No,3,0,34,3,3,31,12,14,8
27,No,Travel_Rarely,Research & Development,17,2,Marketing,3,Male,Manager,4,Single,3765,9,No,3,1,17,6,2,17,8,15,17
53,No,Travel_Frequently,Research & Development,22,5,Medical,3,Female,Laboratory Technician,1,Divorced,10066,1,No,3,1,16,5,2,12,0,11,10
26,No,Travel_Rarely,Research & Development,11,2,Life Sciences,2,Female,Research Director,2,Married,3554,4,No,3,1,4,1,3,4,4,12,4
44,No,Travel_Rarely,Research & Development,19,5,Technical Degree,1,Female,Laboratory Technician,4,Divorced,2191,7,No,3,1,11,0,2,9,9,12,1
51,No,Travel_Rarely,Sales,17,3,Technical Degree,4,Male,Sales Representative,3,Married,2491,2,No,3,1,26,6,1,24,19,12,10
18,No,Travel_Frequently,Research & Development,24,3,Life Sciences,3,Male,Healthcare Representative,3,Married,4734,8,No,3,2,36,1,3,33,14,13,1
49,No,Travel_Frequently,Research & Development,4,2,Medical,4,Male,Research Scientist,2,Single,4725,6,Yes,3,2,39,4,4,36,0,14,3
42,No,Travel_Frequently,Research & Development,26,3,Life Sciences,1,Male,Manager,1,Married,5983,8,No,3,3,30,3,4,29,16,14,12
46,No,Travel_Rarely,Research & Development,24,4,Marketing,4,Male,Research Director,2,Married,4655,0,Yes,3,2,7,3,1,6,6,1,5
24,Yes,Travel_Rarely,Research & Development,26,4,Life Sciences,4,Female,Manager,4,Married,8834,4,No,4,2,8,4,4,5,5,5,5
20,No,Travel_Rarely,Research & Development,14,4,Technical Degree,2,Male,Laboratory Technician,1,Single,4202,2,Yes,3,1,4,1,4,2,2,8,2
37,No,Travel_Rarely,Sales,27,3,Life Sciences,2,Male,Sales Executive,1,Single,1483,3,No,3,3,12,6,3,12,12,14,3
37,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,Male,Laboratory Technician,4,Single,4570,3,No,4,2,5,0,1,2,1,3,2
47,No,Travel_Rarely,Sales,4,5,Life Sciences,2,Male,Sales Executive,3,Married,1474,6,No,3,2,25,1,3,25,16,15,0
52,No,Travel_Rarely,Research & Development,28,1,Life Sciences,3,Male,Research Scientist,4,Divorced,5783,9,No,3,3,24,0,1,23,10,9,12
52,No,Travel_Rarely,Human Resources,14,2,Medical,1,Male,Human Resources,2,Married,9267,7,No,3,0,5,5,3,5,5,1,5
56,Yes,Travel_Rarely,Human Resources,26,5,Life Sciences,2,Female,Manager,4,Married,2719,9,No,3,1,14,4,3,11,11,2,11
44,No,Travel_Rarely,Research & Development,4,4,Marketing,2,Male,Research Scientist,3,Single,11511,4,No,3,2,37,2,2,35,2,6,3
43,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,Male,Research Scientist,4,Married,8149,9,No,3,2,4,0,4,1,1,3,1
31,No,Travel_Rarely,Research & Development,9,2,Marketing,3,Male,Research Scientist,2,Married,10136,6,Yes,3,3,14,3,1,10,10,6,9
34,No,Travel_Rarely,Sales,21,5,Medical,1,Male,Sales Executive,2,Divorced,5506,2,No,3,2,42,5,4,38,15,4,6
35,No,Travel_Frequently,Research & Development,12,2,Human Resources,2,Male,Laboratory Technician,3,Divorced,2709,2,Yes,3,1,37,3,2,33,13,13,12
46,No,Travel_Frequently,Research & Development,29,3,Human Resources,2,Male,Research Director,2,Married,7851,2,No,3,2,27,5,1,25,15,7,12
37,No,Travel_Rarely,Research & Development,26,4,Technical Degree,1,Male,Manager,2,Married,3378,3,No,3,0,20,3,2,17,16,7,13
44,No,Travel_Frequently,Research & Development,8,5,Marketing,3,Female,Research Scientist,4,Single,5274,5,No,3,1,24,1,4,20,10,4,5
35,No,Travel_Rarely,Research & Development,24,5,Life Sciences,3,Male,Laboratory Technician,1,Married,4434,4,No,3,0,38,6,3,35,16,6,15
21,No,Travel_Rarely,Sales,4,1,Marketing,4,Male,Sales Representative,2,Single,9651,7,No,3,3,40,1,2,39,18,10,8
18,No,Travel_Rarely,Research & Development,27,1,Human Resources,3,Male,Laboratory Technician,2,Married,7617,4,No,3,1,25,1,2,21,0,5,15
18,No,Travel_Rarely,Sales,26,1,Life Sciences,1,Male,Sales Executive,3,Single,4682,4,No,4,2,33,6,3,29,11,12,11
43,No,Travel_Rarely,Research & Development,25,2,Medical,3,Male,Research Director,3,Married,1523,9,Yes,4,1,31,5,4,29,14,7,15
37,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Male,Healthcare Representative,4,Married,3357,1,No,3,1,10,5,2,7,7,8,4
40,No,Travel_Rarely,Research & Development,5,2,Medical,4,Male,Laboratory Technician,4,Married,7499,4,Yes,3,1,35,6,4,33,13,15,10
27,Yes,Travel_Rarely,Research & Development,6,4,Medical,3,Male,Healthcare Representative,2,Married,5814,6,Yes,3,0,10,3,3,8,0,4,0
28,No,Travel_Rarely,Sales,5,5,Medical,4,Male,Sales Representative,1,Single,1994,1,Yes,4,3,22,0,1,19,12,6,9
58,Yes,Non-Travel,Sales,19,2,Medical,4,Male,Sales Executive,1,Married,1662,5,No,3,1,40,5,2,39,14,15,10
58,No,Travel_Rarely,Research & Development,27,2,Human Resources,3,Male,Research Scientist,4,Divorced,5526,6,No,3,2,27,3,4,24,6,13,14
22,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,Research Director,3,Divorced,2606,4,No,3,1,19,0,3,18,14,0,2
18,No,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,Manager,2,Married,2761,8,No,3,1,6,6,3,4,4,10,4
34,No,Travel_Rarely,Sales,15,4,Life Sciences,1,Female,Sales Executive,2,Married,7358,3,No,3,3,11,1,2,10,9,7,10
39,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,Healthcare Representative,1,Married,10110,9,No,3,2,15,5,1,14,13,2,8
51,No,Travel_Rarely,Sales,25,2,Medical,1,Female,Sales Executive,4,Single,3132,0,No,3,2,8,2,2,7,5,0,1
58,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,Research Director,1,Single,4784,7,No,3,0,22,1,4,18,13,5,11
46,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Female,Research Scientist,1,Single,4700,7,Yes,3,2,26,4,3,22,11,13,15
21,Yes,Travel_Rarely,Sales,8,4,Medical,2,Male,Manager,4,Single,4453,6,No,3,2,28,0,1,26,10,12,15
22,No,Travel_Rarely,Sales,15,5,Medical,1,Male,Sales Executive,3,Married,5035,7,No,3,2,42,2,4,39,19,7,0
28,No,Travel_Rarely,Human Resources,19,3,Medical,2,Female,Manager,2,Divorced,7738,1,Yes,3,1,32,1,2,31,18,10,15
38,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,Manager,3,Married,3280,2,No,3,0,29,5,3,25,1,2,5
52,No,Travel_Frequently,Research & Development,5,2,Life Sciences,2,Male,Research Scientist,4,Married,1968,8,No,3,2,29,2,2,26,19,15,13
29,No,Non-Travel,Research & Development,19,5,Medical,2,Female,Healthcare Representative,4,Married,13548,0,Yes,3,2,19,3,1,18,0,0,10
43,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,Research Scientist,2,Single,9448,7,No,3,2,31,0,1,28,7,2,0
36,No,Travel_Rarely,Human Resources,6,1,Life Sciences,4,Male,Human Resources,3,Single,2534,7,No,3,1,38,4,1,38,13,14,16
24,No,Travel_Rarely,Research & Development,27,4,Life Sciences,2,Male,Healthcare Representative,2,Married,5331,6,No,3,1,41,3,1,40,8,4,1
24,No,Travel_Frequently,Research & Development,19,4,Life Sciences,2,Male,Healthcare Representative,1,Married,9012,4,No,3,0,35,2,1,32,1,10,13
43,No,Travel_Frequently,Sales,25,5,Life Sciences,1,Male,Sales Executive,1,Divorced,7703,3,No,3,3,19,1,2,18,4,15,7
57,No,Travel_Frequently,Research & Development,28,3,Life Sciences,2,Female,Manager,1,Married,6484,9,No,3,0,37,0,1,36,7,7,5
22,No,Travel_Frequently,Research & Development,17,4,Life Sciences,2,Female,Research Director,3,Divorced,4437,9,No,3,1,18,5,1,18,15,8,8
38,No,Travel_Rarely,Research & Development,10,3,Medical,4,Female,Manager,1,Married,13854,9,No,3,2,35,4,3,32,15,12,4
31,No,Travel_Rarely,Research & Development,19,5,Life Sciences,2,Male,Laboratory Technician,2,Married,5611,9,Yes,3,2,17,1,1,15,12,11,4
21,No,Travel_Rarely,Sales,11,5,Medical,4,Female,Manager,3,Married,3608,5,No,3,0,26,4,3,22,19,8,17
40,No,Travel_Rarely,Research & Development,15,2,Other,2,Male,Research Director,2,Single,8288,0,Yes,3,2,7,5,3,6,6,15,6
59,No,Travel_Rarely,Sales,10,1,Technical Degree,2,Male,Manager,4,Single,5206,4,No,3,1,26,6,3,25,0,3,11
37,Yes,Travel_Rarely,Research & Development,11,5,Life Sciences,4,Female,Research Director,3,Single,6062,3,Yes,3,0,32,0,2,31,2,7,11
32,No,Travel_Rarely,Sales,23,5,Other,4,Male,Manager,2,Married,5551,3,No,3,3,12,2,2,11,5,10,5
46,No,Travel_Frequently,Sales,3,3,Life Sciences,3,Male,Manager,2,Married,6621,6,No,4,1,11,4,4,7,7,4,3
25,No,Travel_Rarely,Sales,3,5,Life Sciences,2,Male,Manager,3,Single,2732,8,No,4,1,6,0,4,4,3,2,4
58,Yes,Non-Travel,Research & Development,18,4,Human Resources,4,Female,Healthcare Representative,4,Married,2057,7,Yes,3,2,27,4,3,27,17,4,14
36,No,Travel_Rarely,Research & Development,25,2,Other,2,Male,Research Director,3,Single,11619,7,No,3,1,6,1,2,4,4,1,4
56,No,Travel_Rarely,Research & Development,11,2,Medical,2,Female,Healthcare Representative,1,Divorced,5708,4,No,3,1,29,4,1,25,8,10,2
45,Yes,Travel_Rarely,Human Resources,20,4,Medical,2,Female,Human Resources,1,Divorced,7804,5,No,3,3,7,6,4,4,4,10,4
44,Yes,Travel_Frequently,Research & Development,26,5,Medical,1,Female,Laboratory Technician,4,Married,1709,1,Yes,3,2,21,1,2,21,2,10,7
21,No,Travel_Rarely,Sales,29,1,Life Sciences,3,Female,Sales Executive,2,Married,9320,2,No,3,1,14,1,1,14,9,5,8
32,No,Travel_Frequently,Research & Development,22,5,Life Sciences,1,Male,Manager,2,Single,3594,4,No,4,2,15,0,1,12,12,0,2
52,No,Travel_Rarely,Sales,18,2,Medical,3,Male,Sales Representative,2,Divorced,3029,1,No,3,1,28,3,2,27,6,5,0
54,No,Travel_Rarely,Human Resources,25,1,Other,2,Male,Manager,3,Single,4731,2,No,3,3,36,5,4,32,14,12,10
18,No,Travel_Rarely,Sales,15,3,Life Sciences,2,Male,Sales Representative,3,Single,2733,3,Yes,3,2,25,4,2,22,0,4,12
20,No,Non-Travel,Human Resources,7,3,Technical Degree,4,Female,Manager,4,Single,4909,5,Yes,3,2,34,2,4,32,10,12,11
41,No,Non-Travel,Sales,10,5,Life Sciences,3,Male,Manager,1,Married,4528,4,No,4,3,19,1,3,17,16,8,6
44,No,Non-Travel,Research & Development,21,5,Medical,3,Male,Research Director,2,Married,9285,9,No,3,0,32,3,2,29,4,12,1
57,Yes,Travel_Rarely,Research & Development,23,1,Medical,1,Female,Research Scientist,1,Married,12185,3,Yes,3,1,29,1,2,25,6,13,0
53,No,Travel_Rarely,Human Resources,20,1,Marketing,3,Female,Human Resources,3,Married,11955,1,No,3,1,15,3,4,15,15,6,2
51,No,Travel_Frequently,Sales,29,5,Life Sciences,2,Female,Sales Executive,3,Single,1263,4,Yes,3,0,12,3,4,12,12,5,3
46,Yes,Travel_Rarely,Research & Development,10,2,Medical,4,Female,Research Scientist,3,Divorced,2804,4,No,3,2,39,2,2,38,2,14,16
41,No,Travel_Rarely,Human Resources,13,3,Medical,1,Female,Manager,1,Married,1255,6,No,3,2,36,3,1,32,14,10,17
41,No,Travel_Rarely,Research & Development,15,1,Life Sciences,4,Female,Laboratory Technician,4,Married,2401,0,No,3,3,27,2,1,25,4,11,16
59,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,Healthcare Representative,4,Married,3328,3,No,3,3,2,0,1,0,0,6,0
21,No,Travel_Rarely,Research & Development,18,5,Medical,3,Female,Research Scientist,3,Single,6287,4,Yes,3,3,38,1,3,37,19,9,16
20,No,Travel_Rarely,Research & Development,23,4,Medical,1,Male,Research Director,2,Single,3597,7,No,3,0,3,2,3,1,1,15,1
51,No,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,Research Director,1,Married,3658,7,Yes,4,0,6,5,4,5,2,4,5
40,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,Research Scientist,3,Single,5481,0,No,3,2,38,6,3,37,8,0,11
40,No,Travel_Rarely,Research & Development,17,2,Other,2,Female,Research Scientist,1,Single,1762,4,Yes,3,3,26,1,1,23,8,14,12
22,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,Sales Executive,1,Divorced,2971,9,No,4,2,17,6,2,17,6,8,10
48,No,Non-Travel,Sales,3,2,Medical,3,Male,Sales Representative,4,Married,3633,0,Yes,4,0,30,5,3,26,1,4,7
58,No,Travel_Rarely,Human Resources,21,3,Life Sciences,4,Male,Human Resources,3,Married,4352,0,No,3,1,44,4,3,40,15,3,4
23,No,Travel_Rarely,Research & Development,21,2,Life Sciences,2,Female,Laboratory Technician,4,Married,5147,1,Yes,3,2,7,5,1,7,7,5,1
54,No,Travel_Rarely,Research & Development,2,1,Life Sciences,3,Female,Laboratory Technician,3,Divorced,12093,1,No,3,0,31,0,3,27,12,4,11
27,No,Travel_Rarely,Research & Development,4,1,Medical,1,Male,Manager,1,Single,8476,8,No,3,3,11,4,4,9,9,0,1
57,No,Travel_Rarely,Sales,1,4,Technical Degree,3,Male,Manager,4,Divorced,3097,3,Yes,3,1,18,4,2,16,16,1,5
24,No,Travel_Rarely,Sales,15,2,Life Sciences,3,Female,Sales Representative,1,Married,4201,2,No,3,1,32,3,1,28,16,3,11
56,No,Travel_Frequently,Research & Development,25,2,Medical,3,Male,Manager,3,Single,4033,0,No,3,1,8,5,4,5,5,7,5
55,No,Travel_Rarely,Research & Development,1,4,Medical,2,Female,Manager,2,Single,3610,1,No,3,3,17,3,1,13,3,4,13
38,No,Travel_Frequently,Research & Development,6,5,Life Sciences,2,Male,Research Director,4,Married,5787,5,No,4,1,22,5,4,21,0,6,11
37,No,Travel_Rarely,Sales,7,2,Medical,3,Male,Sales Representative,4,Married,1610,8,No,3,0,6,4,2,5,5,1,2
20,No,Travel_Rarely,Human Resources,19,2,Technical Degree,3,Male,Human Resources,1,Single,8336,4,No,3,2,25,3,2,25,18,7,7
39,No,Travel_Rarely,Human Resources,12,2,Technical Degree,1,Male,Manager,1,Married,13576,3,No,3,1,40,6,4,38,8,4,15
21,No,Non-Travel,Research & Development,1,5,Technical Degree,3,Male,Research Scientist,2,Married,4180,4,No,4,1,14,1,4,11,11,3,3
45,No,Travel_Frequently,Research & Development,7,1,Life Sciences,4,Male,Laboratory Technician,4,Married,4131,8,No,3,0,38,5,4,34,7,8,12
29,No,Travel_Frequently,Research & Development,19,4,Technical Degree,4,Female,Research Scientist,3,Divorced,5400,6,Yes,3,3,14,5,4,13,12,5,7
55,No,Travel_Rarely,Research & Development,13,5,Life Sciences,1,Male,Research Scientist,3,Divorced,9060,7,No,4,1,23,3,4,21,14,14,0
53,No,Travel_Rarely,Research & Development,26,3,Marketing,2,Female,Healthcare Representative,4,Married,4045,3,No,3,0,24,5,4,22,10,13,2
58,No,Travel_Rarely,Sales,12,3,Other,3,Male,Sales Representative,4,Divorced,8607,7,No,3,0,9,4,2,6,6,3,0
22,No,Travel_Frequently,Research & Development,12,5,Life Sciences,1,Female,Research Director,4,Single,6588,5,No,4,3,42,3,4,39,13,7,14
30,No,Travel_Rarely,Research & Development,22,5,Medical,2,Male,Laboratory Technician,2,Single,20000,4,No,4,3,27,3,3,24,3,15,17
40,No,Travel_Rarely,Research & Development,13,1,Medical,1,Male,Research Scientist,3,Married,4035,6,No,3,2,15,2,2,12,0,2,2
47,No,Travel_Rarely,Research & Development,28,3,Marketing,2,Male,Laboratory Technician,3,Married,1501,5,No,3,1,21,6,1,20,3,13,14
54,No,Travel_Frequently,Research & Development,14,4,Life Sciences,3,Male,Research Director,1,Married,2080,2,No,3,2,43,6,2,40,18,12,4
42,No,Travel_Frequently,Research & Development,22,2,Human Resources,1,Female,Research Director,1,Married,4950,4,No,3,0,11,2,1,9,8,9,9
44,No,Travel_Frequently,Research & Development,12,2,Medical,3,Female,Manager,4,Single,9106,8,Yes,3,1,10,4,1,8,8,1,6
31,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Female,Research Director,1,Single,3322,6,No,3,0,18,1,3,14,3,6,7
53,No,Travel_Rarely,Sales,12,1,Life Sciences,2,Male,Manager,2,Divorced,4278,3,No,3,0,3,5,4,1,1,13,1
56,No,Travel_Rarely,Sales,27,3,Technical Degree,1,Female,Sales Representative,3,Divorced,7412,6,No,3,0,26,0,4,24,8,11,17
33,No,Travel_Rarely,Research & Development,6,4,Life Sciences,4,Female,Research Scientist,3,Married,2754,4,No,3,3,13,5,2,12,12,14,12
39,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Female,Manager,1,Married,3405,1,Yes,3,3,35,0,4,33,11,3,15
38,No,Non-Travel,Human Resources,10,5,Medical,1,Female,Human Resources,4,Married,2439,5,Yes,3,1,33,6,3,33,10,3,12
38,Yes,Travel_Rarely,Sales,20,1,Medical,4,Male,Sales Representative,1,Single,9966,6,No,3,0,36,4,2,34,11,9,3
25,No,Travel_Rarely,Research & Development,29,2,Marketing,3,Male,Research Scientist,4,Married,12394,7,No,3,0,41,1,2,37,17,8,2
33,No,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,Research Director,2,Married,1905,5,No,3,1,6,1,2,2,2,1,2
48,No,Travel_Rarely,Human Resources,9,3,Marketing,4,Female,Human Resources,3,Married,4512,7,Yes,3,2,8,1,4,5,5,0,1
59,No,Travel_Rarely,Research & Development,2,2,Human Resources,3,Male,Laboratory Technician,2,Single,11434,6,Yes,3,0,19,2,4,18,4,14,17
27,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Female,Manager,3,Divorced,6243,1,No,3,3,6,4,4,2,2,6,2
49,No,Travel_Rarely,Research & Development,9,4,Marketing,2,Male,Manager,2,Divorced,3664,5,No,3,2,17,0,2,17,11,14,16
51,No,Travel_Frequently,Research & Development,25,1,Other,3,Male,Manager,1,Single,1943,8,No,3,2,38,1,2,38,10,11,5
26,No,Travel_Rarely,Sales,12,3,Marketing,1,Male,Sales Representative,2,Married,9815,5,No,3,2,11,4,1,8,8,7,8
34,No,Non-Travel,Sales,5,2,Marketing,4,Male,Sales Representative,2,Divorced,6101,3,No,3,2,12,5,1,11,11,2,10
28,No,Non-Travel,Research & Development,1,1,Life Sciences,2,Female,Research Director,1,Single,2030,6,No,4,2,5,0,4,4,2,1,4
49,No,Travel_Rarely,Research & Development,22,5,Medical,3,Male,Healthcare Representative,3,Married,10036,2,No,3,2,4,6,2,2,2,15,2
27,No,Travel_Rarely,Human Resources,15,5,Medical,4,Female,Manager,3,Married,1881,4,No,3,1,10,2,4,10,10,3,9
39,No,Travel_Rarely,Human Resources,8,2,Marketing,1,Male,Manager,1,Married,4305,0,No,3,1,29,3,4,29,13,1,8
34,No,Travel_Rarely,Research & Development,1,2,Human Resources,1,Male,Healthcare Representative,2,Divorced,4193,9,No,3,2,3,0,1,3,0,11,3
21,No,Non-Travel,Research & Development,18,2,Life Sciences,2,Female,Research Scientist,2,Married,12978,2,No,3,3,4,6,3,4,4,1,4
42,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Male,Research Director,2,Single,4202,7,No,3,1,4,6,4,0,0,4,0
38,No,Travel_Frequently,Research & Development,29,2,Life Sciences,4,Female,Manager,4,Single,4193,8,Yes,3,1,27,6,3,26,4,9,3
54,No,Travel_Frequently,Sales,1,5,Marketing,3,Female,Sales Executive,3,Single,2169,8,Yes,3,2,29,5,3,27,4,4,13
55,No,Travel_Frequently,Research & Development,5,2,Life Sciences,1,Female,Laboratory Technician,2,Married,3346,9,No,3,3,32,0,2,28,8,7,7
18,No,Travel_Rarely,Sales,18,3,Medical,3,Male,Sales Representative,3,Married,3009,1,No,3,2,18,0,2,17,2,8,0
42,No,Travel_Rarely,Human Resources,16,5,Life Sciences,4,Male,Human Resources,2,Single,3105,3,No,3,3,14,3,4,11,11,1,11
53,No,Travel_Rarely,Research & Development,26,3,Medical,4,Female,Manager,1,Married,4933,4,No,3,3,12,1,1,12,8,0,12
34,No,Travel_Rarely,Sales,10,5,Life Sciences,3,Female,Manager,1,Married,1140,2,Yes,3,0,42,5,1,40,17,2,9
58,No,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Female,Research Director,3,Single,1985,0,Yes,3,1,2,6,4,1,1,5,1
41,No,Travel_Rarely,Research & Development,1,5,Medical,2,Male,Healthcare Representative,3,Married,4598,5,No,3,2,39,3,4,36,0,13,6
19,Yes,Travel_Rarely,Research & Development,23,5,Other,1,Male,Laboratory Technician,1,Married,5285,9,Yes,4,1,15,0,1,15,1,4,15
57,No,Travel_Rarely,Sales,8,3,Medical,2,Male,Manager,4,Married,4272,1,Yes,3,1,26,5,3,23,13,7,1
32,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Female,Healthcare Representative,1,Married,4795,8,Yes,3,3,37,2,4,34,13,7,8
49,Yes,Non-Travel,Research & Development,2,5,Life Sciences,2,Male,Research Director,2,Married,3845,0,No,3,1,25,0,3,21,0,1,4
56,No,Travel_Rarely,Research & Development,24,5,Human Resources,3,Male,Manager,4,Divorced,4860,8,No,3,0,38,2,4,35,15,13,7
23,No,Non-Travel,Research & Development,17,4,Marketing,3,Female,Healthcare Representative,1,Married,6377,6,No,3,2,14,4,4,10,10,8,4
18,No,Travel_Frequently,Research & Development,7,1,Life Sciences,4,Male,Manager,4,Married,6350,9,No,3,1,32,2,3,28,14,13,14
40,No,Travel_Rarely,Research & Development,17,1,Marketing,3,Male,Manager,4,Married,3250,1,No,4,2,37,0,3,34,11,13,7
56,Yes,Travel_Rarely,Research & Development,28,2,Medical,4,Male,Research Scientist,4,Single,8510,5,No,3,1,15,3,1,14,14,3,4
34,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,Healthcare Representative,3,Married,5400,7,No,3,2,33,0,4,30,13,13,4
51,No,Non-Travel,Research & Development,29,5,Life Sciences,4,Male,Healthcare Representative,1,Married,10294,1,Yes,3,2,43,0,2,40,14,0,16
58,No,Travel_Rarely,Sales,22,5,Technical Degree,1,Male,Manager,3,Single,11611,4,No,3,2,16,4,2,15,14,13,8
46,No,Travel_Rarely,Sales,15,5,Life Sciences,4,Male,Sales Executive,3,Married,2068,5,No,3,1,9,6,4,9,9,1,1
26,No,Travel_Frequently,Research & Development,5,1,Life Sciences,1,Male,Research Director,2,Single,2935,2,Yes,3,0,33,1,4,31,7,13,0
30,No,Travel_Rarely,Research & Development,15,3,Life Sciences,4,Male,Research Scientist,2,Married,8007,1,No,3,2,1,0,4,1,1,10,1
23,No,Non-Travel,Research & Development,18,4,Life Sciences,3,Female,Manager,4,Single,1809,5,No,3,3,26,4,3,23,1,5,14
23,No,Travel_Rarely,Sales,18,3,Medical,3,Male,Manager,4,Single,11523,2,Yes,3,3,22,3,2,22,9,4,0
37,No,Travel_Rarely,Sales,25,3,Life Sciences,1,Male,Sales Representative,2,Divorced,3998,1,Yes,3,3,3,4,2,1,1,15,1
20,No,Travel_Rarely,Sales,21,1,Life Sciences,2,Male,Sales Representative,2,Divorced,6939,0,No,3,0,37,4,2,37,16,11,14
34,Yes,Travel_Rarely,Research & Development,21,4,Other,2,Male,Research Scientist,1,Single,4583,7,Yes,3,2,32,2,4,30,7,6,5
29,No,Travel_Frequently,Research & Development,23,5,Life Sciences,4,Male,Research Director,4,Married,2131,0,No,4,0,39,1,3,39,3,8,9
18,Yes,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,Manager,4,Single,9258,4,Yes,3,2,29,1,4,25,13,15,11
34,No,Travel_Rarely,Research & Development,2,1,Medical,2,Female,Healthcare Representative,2,Married,20000,5,Yes,4,0,31,5,1,28,9,15,12
20,No,Travel_Rarely,Research & Development,27,4,Medical,3,Male,Research Scientist,1,Married,3608,2,No,3,2,4,6,1,2,0,5,2
43,No,Travel_Frequently,Research & Development,17,2,Technical Degree,3,Female,Research Director,2,Single,4050,6,No,3,3,16,3,2,13,3,5,13
32,No,Travel_Rarely,Research & Development,21,1,Life Sciences,3,Male,Healthcare Representative,2,Married,1002,1,No,3,2,28,5,4,24,0,1,12
53,No,Travel_Rarely,Research & Development,4,3,Other,4,Male,Laboratory Technician,3,Single,11057,6,No,4,0,0,6,1,0,0,6,0
49,No,Travel_Frequently,Research & Development,12,3,Marketing,1,Male,Laboratory Technician,4,Single,8493,1,Yes,3,2,5,6,1,2,2,1,2
49,No,Travel_Rarely,Research & Development,19,5,Marketing,4,Female,Healthcare Representative,1,Married,1737,4,No,3,1,25,4,4,25,6,12,10
21,No,Travel_Rarely,Research & Development,2,1,Life Sciences,2,Male,Research Scientist,3,Married,1423,6,Yes,3,2,17,3,3,17,17,6,4
35,No,Travel_Frequently,Research & Development,26,5,Life Sciences,1,Male,Laboratory Technician,4,Married,1526,2,Yes,4,3,11,6,4,8,8,7,3
36,No,Travel_Rarely,Sales,2,1,Medical,2,Male,Sales Executive,2,Married,7238,3,Yes,4,2,39,3,4,37,12,11,1
60,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,Male,Healthcare Representative,1,Married,7684,0,Yes,4,1,24,1,3,22,1,0,15
52,No,Travel_Rarely,Research & Development,15,1,Medical,1,Female,Healthcare Representative,4,Married,2824,2,No,4,1,23,1,2,20,18,8,6
57,No,Travel_Rarely,Sales,20,2,Life Sciences,4,Male,Sales Representative,2,Married,6631,8,No,3,1,2,1,2,0,0,7,0
31,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,Research Scientist,3,Married,5406,9,No,3,0,21,0,2,20,10,8,7
50,No,Travel_Rarely,Human Resources,4,4,Marketing,3,Female,Manager,1,Married,3942,4,No,3,1,26,4,3,26,14,4,1
31,No,Travel_Rarely,Research & Development,19,3,Marketing,1,Male,Manager,4,Married,8796,7,No,3,0,8,3,1,5,5,12,5
51,No,Travel_Rarely,Research & Development,9,5,Life Sciences,4,Male,Research Scientist,3,Married,2385,1,No,3,1,39,4,3,35,8,13,4
21,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Female,Research Director,2,Married,9784,2,No,4,0,30,6,4,27,8,3,9
